en,hmr
to give something secretly,Rolruk (v)
"brittle, to be brittle",Rom (n)
"a poetical term for haze, cloud",Romei (n)
to be hazy,Romei zam (v)
small household items (non-edible),Romrok (n)
"to minister, to serve, to attend upon",Rongbawl (v)
"a minister, a servant, an attendant",Rongbawltu (n)
"always, often, constantly, frequently, continually",Rop (adv)
"mighty, grand, magnificent, stupendous, great",Ropui (adj)
"glory, anything which tends to one's greatness",Ropuina (n)
"gloriously, greatly",Ropuitakin (adv)
"to judge, to arbitrate, to take counsel, to make arrangements, to govern, to manage",Rorel (v)
"council, committee, board",Rorel pawl (n)
judgement,Rorelna (n)
the decision-making body,Rorelna khawl (n)
"a judge, an arbitrator, a manager",Roreltu (n)
"reckless, daring, courageous",Rorum (adj)
"to suggest, to propose",Rot (v)
a proposal,Rotna (n)
to give advises,Rotpui (v)
an adviser,Rotpuitu (n)
name of a variety of fish,Rou (n)
"hard, firm",Ru (adj)
bone,Ru (n)
"to steal, to thief",Ru (v)
"pungent, strong (as spirits, tobacco, etc)",Ru (adj)
"the name of a creeper the roots and leaves of which are used to intoxicate fishes; various roots, leaves, etc, used for intoxicating fish",Ru (n)
"soft bones, cartilage, gristle",Ru teno (n)
"to have a bone fracture, a fractured bone",Ru tliek (v)
a particular form of fish catching practiced by Hmars in which 'ru' is crushed and soaked in the water and thereby intoxicating the fishes,Ru vuok (n)
"a creeper, the roots of which are used to poison fish",Ruchaw (n)
"to be drunk, to be intoxicated, drunk, intoxicated",Rui (v)
"drugs, intoxicating drugs such as Opium, No.4, etc",Ruihlo (n)
six,Ruk (adj)
"to steal, secretly, slyly, on the sly, stealthily",Ruk (v)
Hmar traditional shawl or the name of a plaid cloth,Rukrakpuon (n)
"a thief, a burglar",Rukru (n)
"to compensate, to recompense, to give in place of or instead of, to pay a debt",Rul (v)
a snake,Rûl (n)
a snake bite,Rûl chuk (n)
antivenom,Rulchuk damdawi (n)
"a tapeworm, worms, disease",Rûlhrût (n)
to have worms,Rûlhrût pai (v)
the name of a poisonous snake,Rûlmuk (n)
the name of a poisonous snake,Rûlngan (n)
the name of a snake,Rûlnghawng sen (n)
a python,Rûlpui (n)
to stand on the head,Rûlpui luling (v)
name of a species of squirrel,Rûlral (n)
serpent,Rûlriel (n)
thread worm,Rûlrukût (n)
the name of a species of snake,Rulsakhi (n)
name of snake,Rûlsek (n)
the name of an ovoviviparous snake,Rûltuha (n)
a species of green snake,Rûlvankai (n)
"rough, tough",Rum (adj)
"to groan, to growl, to purr",Rûm (v)
a variety of wild tree,Rumrit (n)
the Manipur river (the part in Myanmar) which have an important place in the history of the Hmars,Rûn (n)
"to raid, to attack, to exact a fine in lieu of work",Rùn (v)
"provocative, offending, aggravate (words)",Rùn (n)
a poetical term for house,Rún (n)
"provocative, offending (intentionally)",Rùn luih (adj)
"name shake, doing thing for the name-shake",Rûndal (adj)
name of a variety of an aromatic herb,Runhmui (n)
"aggravating, grievous, provoking, exasperating, aggravatingly, etc",Rûnthlak (adv)
bamboo,Ruo (n)
rain,Ruo (n)
raining for a period of time,Ruo ching (v)
to be out in the rain,Ruo do (v)
a spoon made of bamboo,Ruo haihaw (n)
rain accompanied by wind,Ruo khang the (adj)
a rain-drop,Ruo mal (n)
a bamboo cup,Ruo no (n)
a bamboo comb,Ruo samthi (n)
rainfall,Ruo sur (v)
rainwater,Ruo tui (n)
a heavy shower (rain),Ruobawhok (n)
law of inheritance,Ruohluo dan (n)
"to mark out, to plan",Ruohman (v)
"plan, preparation",Ruohmanna (n)
"to employ, to hire",Ruoi (v)
feast,Ruoi (n)
"almost, nearly, on the point of",Ruoi (adv)
to make a feast,Ruoithe (n)
"empty, hollow, naked, to be empty, hollow, naked",Ruok (adj)
"lengthily, in streaks",Ruok (adj)
pregnant (the stomach is not empty),Ruok lo (n)
a solemn day after a dead body is buried,Ruokngha (n)
a feast arranged on the day or after the death of a family member,Ruoknghak sa (n)
at the same time,Ruol (v)
"a herd, a flock",Ruol (n)
a friend,Ruol (n)
"of the same (level, size, etc)",Ruol (adv)
"to be impossible, next to impossible",Ruol an nawh (adv)
those who are differently abled,Ruol ban lo (n)
friends,Ruol le pai (n)
"to make friend, a friend",Ruol pawl (v)
"friendly, one who makes friends happy, one who makes friend fast",Ruol pawl thiem (n)
name of a species of wild bird,Ruolmitvar (n)
a Hmar Darngawn sub clan,Ruolngul (n)
"a friend of the same age group, one’s contemporary",Ruolpui (n)
"even, level",Ruolrem (adj)
"even, smooth, perfect level",Ruolrem (adj)
a bosom friend,Ruolthra (n)
"vale, valley",Ruom (n)
name of a variety of bamboo,Ruomau (n)
a species of bamboo,Ruomi (n)
a rain in specific area,Ruomuolkhoi (n)
name of a wild fruit,Ruon (n)
name of a variety of bamboo,Ruonal (n)
"a dead body, a corpse",Ruong (n)
"to ambush, to get an enemy between two companies of an army, to waylaid",Ruong chaiche thlak (v)
to tend to the dead body of one who died of unnatural death,Ruong inhlawm (v)
a species of bamboo,Ruongal (n)
"a rough sketch, form",Ruongam (n)
"ambush, to ambush",Ruongchaiche (v)
"the day after a dead body is buried, a solemn day after a dead body is buried, see 'ruoknghak'",Ruongnghak (n)
see 'ruoknghaksa',Ruongnghaksa (n)
"the back, the backbone",Ruongzang (n)
a type of rain (whole day),Ruoniching (n)
a type of rain,Ruonisa (n)
a type of rain,Ruopheikawi (n)
a species of big variety of bamboo,Ruopui (n)
a heavy shower (of rain) accompanied by thunder,Ruopuivanawn (n)
"to rain, raining",Ruosur (v)
"to nominate, to appoint, etc",Ruot (v)
a species of bamboo,Ruotang (n)
a species of bamboo,Ruote (n)
a light drizzle (of rain),Ruotehmer (n)
a species of bamboo,Ruothal (n)
"a short length of bamboo used as cooking vessel, drinking cup",Ruothei (n)
a heavy rain with dark cloud that usually falls in the month of May,Ruothimpui (n)
a species of bamboo,Ruothing (n)
the names of various kinds of bamboos,Ruothla (n)
a species of bamboo,Ruothlau (n)
pre-plan,Ruotlawk (v)
rainwater,Ruotui (n)
bamboo shoot,Ruotuoi (n)
a species of bamboo,Ruova (n)
"the framework or skeleton, structure",Rurel (n)
the name of a creeper used for poisoning fish,Rusakei (n)
rheumatism,Ruse (n)
to have rheumatism,Ruse invoi (v)
"to scoop up, to gather up (small particles by hand)",Rût (v)
name of a variety of wild creeper plant used for fishing,Ruteng (n)
a variety of wild plant used to catch fish,Ruteng (n)
"a day’s wage, one daily wage",Ruzi (n)
"meat, flesh; an animal, a beast",Sa (n)
"thick (as wood); hot, fiery",Sa (adj)
"ready and already, an affix signifying already made or done",Sa (adv)
"sausage like pudding made with blood and spices filled in the large intestine (pig, dog)",Sa thithun (n)
the dead body of an animal the slayer of which or the cause of death of which is unknown,Sa tlaw (n)
a piece of meat or flesh,Sa tlin (n)
a peace accord of two warring parties wherein a dog is being killed and a small feast arranged,Sa uitan (n)
to perform a ceremony so as to get power over the spirit of the animal one kills during his lifetime on to life after death,Saa inei (v)
the different parts of cooked animal meats prepared for witnesses of a traditional marriage (2 or 3 from both the parties),Sabar (n)
"eating ""sabar"" (n) those who are part of the ""sabar"" team",Sabar fa (v)
"the village boy’s share of ""inchong"" feast (it mainly consists of the leftovers of the proper feast. If there is not enough leftover, a fresh one will be prepared for them)",Sabe bu (n)
"an ass, a mule",Sabengtung (v)
soap,Sabon (n)
a hole where animals wallow,Sabuol (n)
the name of a variety of wild plant,Sabuol hlo (n)
a chewing tobacco,Sada (n)
"the name of fence or barrier with apertures at intervals in which noose traps are set for animals such as deer, wild boar, etc",Sadai (n)
"name of a noose trap for catching wild boar, deer, etc",Sadal (n)
shoulder part of an animal reserved for village chiefs,Sadar (n)
priest employed by chiefs,Sadawt (n)
the Hindu priest or Saddhus,Sadu (n)
Sadducees,Sadukai (n)
name of a small animal resembling a marten,Safie (n)
a species of monkey,Saha (n)
a variety of wild tree with non-edible fruit,Sahatra (n)
a wounded animal (wounded by a hunter or trap),Sahliem (n)
"to trace or track ""sahliem""",Sahliem hnot (v)
name of a small animal of mongoose species,Sahmaithra (n)
"fur, the hair of animals",Sahmul (n)
woollen cloth,Sahmul puon (n)
"an otter, a semi-aquatic fish-eating mammal",Sahram (n)
"the generic name of the more ferocious wild animals (tumpang, nghalchang, tiger, lion, elephant, etc)",Sahrang (n)
half of a four-legged animal excluding the head and inside portion but including the tail given to the boy’s family by the girl’s in Hmar traditional marriage ritual,Sahrap (n)
"oil, grease",Sahriek (n)
fresh red meat,Sahring (n)
the slow-paced lemur; a carnivorous animal,Sahuoi (n)
to persistently and diligently bow down and continue to move,Sahuoi ni do (v)
"zoo, zoological garden",Sahuon (n)
an elephant,Sai (n)
"to tease, to make fun of, pull somebody’s leg",Sai (v)
to straight ahead regardless of the obstacles and dog barks on the roadside,Sai lam lawna lawn (v)
a deathly poison applied on spear points,Sai tur (n)
name of one of the eight dances performed during Sikpui festival,Saia ketet lam (n)
a turkey,Saiar (n)
a Hmar Zote sub clan,Saiate (n)
a type of rain,Saichong ruo (n)
"a glass bottle, a vial",Saidawum (n)
"elephant tusk, ivory",Saiha (n)
"a sling, a catapult made of rubber and wood; a pellet bow made of split bamboo",Saihli (n)
a water leech,Saihlit (n)
"a clay pellet (ball) for ""saihli""",Saihlum (n)
a Hmar Zote sub clan,Saihmang (n)
syphilis,Saihri (n)
chronic syphilis,Saihri benvawn (n)
a jute rope,Saihrui (n)
an elephant trap (a pitfall),Saihum (n)
to use as a temporary base,Saiinsang (v)
"sack, a gunny bag",Saiip (n)
"to cover oneself with sack clothes or gunny bag clothes, a biblical occurrence of total sadness and regret",Saiip puon sil (v)
a bicycle,Saikal (n)
"to ponder upon two things, to consider two options",Saikar (v)
poetical term for one’s current young lover,Sailai D (n)
the name of a white stone,Sailungvar (n)
the name of a flowering tree,Sailutar (n)
the name of a tree,Saiman thing (n)
"elephant’s tusk, ivory",Saingho (n)
a Hmar Ngurte sub clan,Saingur (n)
science,Sains (n)
where or which one use as a temporary base,Sainsangna (n)
name of a variety of mouse,Sairal (n)
"wormwood, a woody shrub with a bitter aromatic taste",Sairam (n)
the name of a species of creepers like bamboo,Sairil (n)
"complicated, irrelevant",Saisa (adj)
poetical term for young baby,Saisen (n)
name of fruit (citrus family),Saiser (n)
to whistle through the teeth,Saisik (n)
"the oak tree, the great tree",Saisuo (n)
a species of banana plant,Saisuo (n)
"the stem of ""saisuo"" which is a much-loved curry item",Saisuo kawr (n)
an oak tree,Saisuo thing (n)
a Hmar Faihriem sub clan,Saivate (n)
to sing (a song),Sak (v)
"higher up, east, etc",Sak (adj)
"to compose a name, to give name of a baby",Sak (v)
to fix a selling price or rate,Sak (v)
to spit from the mouth,Sâk (v)
the uppermost,Sak tak (adv)
"eastern, eastward, upwards, towards the east",Sak tieng (adj)
"above, higher up",Sakah (prepn)
"a beast, a ferocious animal",Sakawl (n)
horse,Sakawr (n)
scissor,Sakawr bakchep (n)
"name of a Hmar kindred (unau-suopui) tribe settled in Assam, Tripura, etc",Sakechep (n)
a tiger,Sakei (n)
a tiger trap,Sakei thlak (n)
a lion,Sakeibaknei (n)
a lioness,Sakeibaknei pui (n)
a Hmar traditional shawl,Sakeizangziepuon (n)
wild goat,Sakel (n)
solid (not hollow),Sakhat (adj)
"a lump, a slap, a one block",Sakhat (n)
festivals and rituals or sacrifices performed to please gods in Hmar traditional religion,Sakhawhmang (n)
the deer,Sakhi (n)
a stag,Sakhi chal (n)
a deer trap,Sakhi chang (n)
a species of rice,Sakhi ke (n)
"to assume, presume, supposition",Sakhi thing chung lawn (v)
an imaginary supposition,Sakhi thing lawn (v)
a blood sucking bug,Sakhihrik (n)
"poetical term for ""hmel"" (face, appearance, shape, form, figure)",Sakhmel (n)
"poetical term for ""name""",Sakhming (n)
"religion, religious rites and customs",Sakhuo (n)
a religious person,Sakhuomi (n)
name of a variety of squirrel,Sakik (n)
dragon,Sakol (n)
number of the beast,Sakol nambar (adj)
a horse,Sakor (n)
a cavalry,Sakor chung chuongmi (n)
chariot,Sakor tawlailir (n)
scissors,Sakorbakchep (n)
tetanus,Sakorhrik (n)
sacrament,Sakramen (n)
poetical term for the body,Sakruong (n)
"to spit out, to speak forth",Saksuok (n)
a porcupine,Saku (n)
a porcupine hair used by hand weavers,Saku chang (n)
a porcupine trap,Saku châng (n)
a Hmar Pakhuong sub clan,Sakum (n)
a captive taken in war,Sal (n)
"taking the name of (when swearing, etc)",Sâl (v)
a fine imposed in Hmar traditional justice system,Salam (n)
a Hindi originated term for salute,Salâm (n)
"without seriousness, doing things just for name shake",Salamthlak (adj)
to be in captive,Saltang (adj)
the skull of animal which is often use a symbol of greatness,Salu (n)
name of a traditional dance,Salu lam (n)
"the mainland Indian women apparels, dress",Salwar (n)
hair of the head,Sam (n)
"to run short of anything, to lack",Sam (adj)
"naming a name, to mention names",Sâm (v)
"to cut down (weeds, trees, etc), to clear (jungle), to massacre",Sam (v)
"easy, simple, quick (mostly a suffix)",Sam (adj)
to be parted like a plaited hair; a poetical term meant for separation,Sam ang thre (v)
to lay on the ground like cut grass,Sàm ang zâl (v)
to have a grey hair,Sam intruok (v)
to comb,Sam khui (v)
to plait (the hair),Sam phier (v)
"bristling hair, to stand on end (as hair)",Sam tho (n)
a rhinoceros,Samak (n)
hind leg of animal flesh given by a man to his sister in a Hmar tradition,Samal (n)
a small species of bear,Samang (n)
kangaroo,Samansanei (n)
a traditional Hmar woman hairstyle wherein she plaits the hairs into two straps and make an interlacement or a knot above the forehead by bringing forward such straps above the ear,Samkhim (n)
a hair pin,Samkilna (n)
name of a creeping plant,Sampawl (n)
winged bean,Sampawrong (n)
babbling,Samphuol (v)
winged bean,Samthawrong (n)
"a comb, to comb the hair",Samthi (n)
a bitter brinjal,Samtrok (n)
a bitter eggplant (small),Samtrokte (n)
grey hairs,Samtruok (n)
name of species of animals of the weasel-marten family,Samuoltan (n)
a hair,Samzai (n)
"a knot of hair, to put the hair up into a knot",Samziel (v)
"reason, ground",San (n)
an affix used with an intransitive verb to make it transitive,San (adj)
"to help, to rescue, to protect, to defend",San (v)
"to strain, to puff out the stomach",San (v)
giving out a wet paddy field job to someone else for a fee,San (v)
a fight with the leg (as done by hen),San (v)
"a watch, a clock",Sana (n)
a wall clock,Sanapui (n)
a Hmar Darngawn sub clan,Sanate (n)
a Hmar Ngurte sub clan,Sanate (n)
"to help, to rescue, to save",Sandam (v)
salvation,Sandamna (n)
"a saviour, deliverer, rescuer",Sandamtu (n)
younger brother or sister,Sang (n)
a thousand,Sang (n)
"high, tall, to be high, etc",Sang (adv)
"to answer, to reply",Sang (v)
a species of deer found only in Manipur valley,Sangai (n)
a species of rice,Sangailo (n)
"a Meitei originated term for a particular area of land (mostly paddy field) measuring about 40,000 sq. feet",Sangam (n)
a species of wild Rabbit that mostly lives on high cliffs and rocks,Sangawi (n)
"colleagues, allies, partners",Sangawi zawnpui (n)
an immediate younger brother or sister,Sangbung (n)
a portion of a bride price given to one of the bride’s elder sister,Sangdawn (n)
a large male wild boar that sets alone in the jungle,Sanghal (n)
a species of wild cat that mostly preyed on birds and fowl,Sanghar (n)
"messy, disorganised, chaotic",Sanghar ar raw (adj)
"the bark of ""fakhaw"" tree",Sanghar-tlengbel (n)
skin of a wild cat suspended from a high bamboo pole in Hmar traditional villages to scare away other wild animals,Sangharkuoi (n)
the fully rounded neck part of animal traditionally reserved for one’s mother’s father or brothers,Sanghawng (n)
giraffe,Sanghawngsang (n)
a giraffe,Sanghawngsang (n)
camel,Sanghawngsei (n)
a camel,Sanghawngsei (n)
"an answer, a reply",Sangna (n)
a Meitei originated term for a basket used for measuring paddy,Sangphai (n)
"to have a family encumbered with children, a family with many young children",Sangsie (v)
sanction,Sangson (n)
"to help, to rescue, to save",Sanhim (n)
"a shield, a protective wall",Sanhimna bang (n)
"rescue, liberate",Sansuok (v)
deliverance,Sansuokna (n)
"rescuer, liberator",Sansuoktu (n)
dysentery,Santen (n)
to be in constant contact with dysentery,Santen invoi (v)
sentry,Santiri (n)
added (mostly as suffix),Sap (v)
"the term use to refer to an Englishmen which originates from a Hindi term of ""saheb"" meaning, ""sir""",Sap (n)
a special meat prepared for the elders in a Hmar community feast,Sapang (n)
"to hunt, to go hunting",Sapel (v)
a hunter,Sapel mi (n)
a python,Saphai (n)
all animals that walks on four legs,Sapheimanli (n)
a blood sucking bug,Saphihrik (n)
the name of a small plant used for dyeing hair,Saphit (n)
the hog badger,Saphivok (n)
king chilly,Saphmarcha (n)
capsicum,Saphmarchapui (n)
"a pangolin, the scaly ant-eater",Saphu (n)
"the scale or skin of ""saphu"" – a medicinal but illegal trade item",Saphu kawr (n)
"to adopt another religion and custom, a convert, a proselyte",Saphun (v)
the name of a tree,Saphut (n)
the passion fruit,Sapthei (n)
leaf of passion fruit (a stable curry item),Sapthei hna (n)
"the name of the prismatic colours sometimes seen in the sky in fine weather, considered a bad omen",Sâr (n)
"healthy looking, to be healthy looking",Sar (adj)
occurrence of a prismatic colour that encircles the sun,Sâr inzam (v)
"plastic, polythene",Sarang (n)
"inpe, tlawm",Sarendar (n)
the time when new wound is fresh,Sarhu lai (adj)
dress of mainland Indian ladies,Sari (n)
giraffe,Saringsei (n)
name of a small insect with offensive smell,Sarivaithun (n)
sermon,Sarmon (n)
"an unnatural death including accident, suicide, murder, etc",Sarthi (n)
"an unexpected wind thought to be blowing because of occurrence of ""sarthi""",Sarthli (n)
"naked, nude, unclothed",Saruok (adj)
"a species of wild boar, a herd of animals",Saruol (n)
the name of fruit,Sarzuk (n)
"a Hmar man’s close friend almost similar with ""zawl""",Sasem (n)
the roe deer,Sasen (n)
to readied oneself for certain imminent danger,Saseng (v)
"the parts of a sacrificed animal set apart for the spirits or ""sabar""",Saser (n)
"to chop (with dao), to cut through",Sat (v)
"to chop clean off, to cut through",Sat bong (adv)
to cut right through in one blow,Sat fik (adv)
"a tortoise, a turtle",Satel (n)
wolf,Satene (n)
the name of a species of wild goat,Sathar (n)
a candle made from fats,Sathau khawnvar (n)
dry fried pork fats,Satheufu (n)
fermented pork (a Hmar indigenous and popular curry item),Sathu (n)
"a dried gourd in which ""sathu"" is stored (near fireplace)",Sathu um (n)
a variety of edible leave,Satinrem (n)
"common, ordinary, under any circumstances",Satlie (adj)
a slice or piece of meat,Satlin (n)
a large civet cat,Satlum (n)
a path or tract of wild animals,Satrum (n)
an item in hand loom,Satthlau (n)
"an otter, a semi-aquatic fish-eating mammal (see also ""sahram"")",Satui (n)
to swim with the hands behind the back,Satui inhlieu (v)
a meat soup (from the bones),Satuihang (n)
"all the more, more than ever, still, yet",Sau sau (adv)
a treaty or ratification of peace after war,Sauitan (n)
the animal or offerings made to ratify a treaty or reconciliation,Sauitanna (n)
a bear,Savom (n)
"the backside (trunk) of a car; a cage slotted in traditional Hmar villages where law breakers (thief, etc) and trouble makers are jailed for some period of time",Savom bawm (n)
a bear's nest,Savom bu (n)
a type bear trap (pitfall),Savom tlak (n)
the polar bear,Savom var (n)
"hide, leather",Savun (n)
to add or sprinkle salt on curry,Saw (v)
"that, that over there",Saw (prn)
a thing of similarity in a distance or a far,Saw ang saw (adj)
"that, that over there",Saw saw (prn)
that (when the object is specific),Saw taka saw (prn)
"to shake, to quiver",Sawi (v)
"to punish, to chastise",Sawi (v)
to chew or masticate (by the teeth),Sawi (v)
"to play with, to have fun with",Sawisa (v)
"to raise objections, to find fault with, to make excuse, to speak against",Sawisel (v)
"without fault, faultless, blameless",Sawisel bo (adj)
"blamelessly, perfectly, without fault",Sawisel bovin (adv)
"one given to raising objections, finding fault, etc",Sawisel hmang (n)
"criticism, objection, reproach",Sawiselna (n)
"to exercise, to put into practise, to habituate",Sawizoi (v)
"in turns, to relieve of, to help",Sawk (v)
name of a variety of flower,Sawkhlei (n)
"the name of a lizard, a gecko",Sawkkhe (n)
"relieve, reduce the pain or suffering",Sawkzang (adj)
"to be tired, to be fatigued",Sawl (adj)
the palm tree,Sawl (n)
palm leaves,Sawl hna (n)
reward for one’s trouble,Sawl man (n)
to tire,Sawl tir (adv)
a variety of wild tree,Sawlfang (n)
name of a species of wild green bird,Sawlhring (n)
palm tree,Sâwlthing (n)
"tiresome, troublesome",Sawlum (adj)
ten,Sawm (adj)
"to help, to assist",Sawmdawl (v)
"relief, assistance",Sawmdawlna (n)
poetical word for paddy,Sawmfang (n)
twenty,Sawmhni (adj)
twentieth,Sawmhnina (n)
tenth,Sawmna (n)
"move, shift",Sawn (v)
thought to be,Sàwn (adj)
"a child born out of wedlock, illegitimate child",Sáwn (n)
fine paid by a man to a woman for impregnating her out of wedlock,Sáwn man (n)
a child born out of wedlock,Sáwn nau (n)
a woman bearing an out of wedlock child,Sáwn pai (v)
a man impregnating a woman but refusing to marry her,Sáwn thlak (n)
"a storey, a tier; one above another, from one to another in succession",Sawng (n)
"like that, like those, that kind, that sort",Sawng ang saw (prn)
"in that manner, in those manners",Sawng ang son (prn)
"that, those",Sawng saw (prn)
the platform in front of a Hmar traditional house,Sawngka (n)
an elevated wooden platform temporarily constructed by hunters to wait for their targets,Sawngphan (n)
a traditional marriage that takes place with the consent of both the families,Sawngpui (n)
name of a variety of Hmar women shawl,Sawngtelaivel (n)
a Hmar Biete sub clan,Sawnlen (n)
a wild fruit almost similar with raspberry,Sawntuol (n)
"to wash (clothes, etc)",Sawp (v)
"to wash, to wash clean",Sawpfai (v)
"to employ, to use someone’s service",Sawr (v)
"to wring, to squeeze liquid out of anything",Sawr (v)
to completely squeeze liquid out of anything,Sawrkang (v)
long period of time,Sawt (adj)
"to profit or benefit by, to increase (as money), to be profitable, profitable, beneficial, quickly, to some purpose, not in vain",Sawt (adj)
from over there,Sawtaka inthok son (adv)
"there, over there",Sawtaka saw (adv)
after a short time,Sawtnawteah (adj)
"to profit by, to benefit, to get profit",Sawtpui (v)
a wild goat,Saza (n)
a kind of punishment,Sazai (n)
the name of a species of civet cat (the small-toothed palm civet),Sazaw (n)
"the sambar deer, gazelle, stag, roebuck, hart",Sazuk (n)
the name of a plant,Sazuk hnawng hlap (n)
the name a fruit bearing tree,Sazuk thei (n)
"bite, to bite",Se (v)
something that can be chew or munch,Se hme (n)
to erect a fence when a gayal already enters meaning - to do things or say something when it is already late and of no use,Se lut hnunga se dai sak (phrase)
an animal similar to both cow and mithun,Sebawng (n)
"the first ""she mithun"" paid as bride price",Sebulsu (n)
"a bull gayal, a bull mithun",Sechal (n)
name of a climbing shrub,Sechalhling (n)
name of fence erected to prevent domestic gayals to get into jhums,Sedai (n)
name of a fruit bearing wild tree,Sehawp (n)
name of a variety of weed,Sehnapthlêng (n)
"the mithun or gayal paid as bride price after ""sebulsu"" which can be of any gender or size or age",Sehnungzui (n)
a period immediately after the death of a family member,Sehrawn (n)
"chewing gum; plastic, rubber",Sehriet (n)
the Indian rubber tree,Sehriet (n)
waterproof cloth made of polythene,Sehriet puon (n)
"far, long",Sei (adj)
to grow up,Seilien (v)
where one grows up,Seilienna (n)
a Hmar Faihriem sub clan,Seiling (n)
"sturdy, well built",Sek (adj)
"again and again, over and over again, repeatedly",Sek (adv)
a big hammer,Sek (n)
to gather,Sêk (v)
a Hmar traditional house gate,Sekawtrol (n)
secondhand (cloths),Sekhonhan (n)
the name of various species of begonia plant,Sekhupthur (n)
a four anna piece,Seki (n)
a Mithun's horn used as musical instrument,Seki (n)
a fabled horn from which the owner could obtain anything he desired,Seki busuok (n)
secular,Sekiular (n)
to collect or put together in one place,Sekkhawl (v)
a Hmar Faihriem sub clan,Sekong (n)
a slip rail at the entrance of a Hmar house,Sekotrol (n)
"odd jobs, petty household duties",Sekrek (n)
secretary,Sekretari (n)
"unripe, raw, to be unripe, etc",Sel (adj)
"brave or tolerant under suffering, to endure patiently",Sel (adj)
"to contradict, to refuse",Sêl (v)
"to refute, to put to silence after argument",Sêl dong (v)
one who is good and ever ready for argument,Sêl hrat (adj)
undisputable,Sel ruollo (adv)
a Hmar Thiek sub clan,Selate (n)
the male wild 'ramsiel',Sele (n)
"one who is strict, mean, stingy",Sêlfet (adj)
"oppose, argue against",Sêlkal (v)
"contradiction, an argument against",Sêlkalna (n)
opposition party,Sêlkaltu pawl (n)
"patience, endurance",Selna (n)
opposition,Sêlna (n)
"to argue, criticise or oppose by all means",Selpawtawk (v)
a wooden pole inserted on a bamboo erected for 'inkawl' or an extra protector of a Hmar traditional thatch house against strong winds or violent storm,Selraki (n)
a wild leaf used for roofing in traditional Hmar house,Seluhna (n)
a sacrificial pole upon which the skull of a gayal is planted,Seluphan (n)
"to divide, to distribute, share something to someone",Sem (v)
to lit or kindle a fire,Sêm (v)
a refreshing breeze,Semdam thli (n)
to distribute to different persons or areas,Semdar (v)
name of a variety of weed,Semeibâwm (n)
semi final,Semi fainal (n)
seminar,Seminar (n)
to distribute equally,Semruol (adj)
a hollow tube or bamboo used to flare up the fire by blowing from the mouth,Sêmthei (n)
"red, red crimson, scarlet, burgundy",Sen (adj)
"young, infant",Sên (adj)
"repeatedly, often",Sen (adv)
light red,Sen dang (adj)
"deep red, crimson red",Sen duk (adj)
"each, all, one and all, individually",Seng (adv)
"to use up, to spend (as money, strength, etc), to give as a price",Sèng (v)
"expense, expenditure, cost",Sengso (v)
"expensive, to be expensive",Sengso thlak (adj)
the name of a red orchid,Senhri (n)
census,Sensas (n)
species of small ant,Sente (n)
sentry,Sentiri (n)
the measles,Sentut (n)
"to have measles, to catch measles",Sentut invoi (v)
building of shelter home by animals and birds,Sep (v)
"to toss up and down, separation of rice and chaff using the handmade sieve (see 'leidar')",Sep (v)
a traditional ritual performed after some three months from the death of a family member,Sepei (n)
a three-winged tree bark planted near the front door of 'anchongpa' on the day of his 'sesun inchong',Seper (n)
a beetle found mostly in cow dung,Sephum (n)
a Hindi term for soldier,Sepoy (n)
a full grown domesticated female mithun or gayal,Sepui (n)
like a 'siel' under the rain; a phrase used to mean 'facing or bearing hardship stubbornly',Sepui ruo do ang (v)
name of wild plant,Sepuinuhmarcha (n)
name of medium size wild plant of the raspberry species,Sepuinusu (n)
a scar,Ser (n)
to engrave in deeds,Ser (v)
a thousand gram or a kilogram,Sêr (adj)
"a lemon, a lime",Sèr (n)
"to keep, to observe a holiday",Ser (v)
the private parts,Ser (n)
to be all present like the different compartment of a citrus fruit,Ser ang kim (v)
"matters relating to religious rites and rituals; customs, taboos and ceremonies",Ser le sang (n)
seraph,Serafim (n)
"desolate, deserted, uninhabited",Serawp (v)
poetical term of fire,Sermei (n)
name of wild tree with lemon scented leaves,Sernam (n)
a citron,Serpui (n)
to bring out,Sersuok (v)
"to put one on top of another, to put on top",Sersuon (v)
"fortification, to circumcised, circumcision",Sertan (v)
an orange,Serthlum (n)
a species of lemon,Sertrok (n)
"the engraver, composer, smithers",Sertu (n)
"the foreskin, the prepuce",Servun (n)
the biggest pre-Christian Hmar ritual performed by a successful warrior wherein one feed the whole village folks by killing a Mithun. The soul of those who have performed this ritual is believed to have direct access to heaven along with that of his wife,Sesun Inchong (n)
set,Set (v)
Satan,Setan (n)
a variety of wild tree,Sething (n)
surroundings,Sevel (n)
shark,Shark (n)
name of flower,Sharon (n)
Sheol,Sheol (n)
a species of sesame,Si (n)
"the chaff, small broken pieces",Si (n)
poetical word for star,Siar (n)
galaxy,Sibuongruol (n)
the cedar tree,Sidar (n)
"tax, levy, cess",Sie (n)
"keep, put, lay, to deposit, to place",Sie (v)
"bad, nasty, ugly, spoiled",Sie (adj)
"to pay tax, to pay tribute, etc",Sie chawi (v)
"to collect tax, etc",Sie dawl (v)
"conscience, sense of right and wrong",Sie le thra hrietna (n)
"the tree of life and tree of knowledge, tree of knowledge of good and evil (of the Bible)",Sie le thra hrietna thing (n)
a tax collector,Siedawltu (n)
a servant,Siehlaw (n)
a cabinet member of a traditional Hmar village administration,Siehmang (n)
chief cabinet member of a traditional Hmar village administration,Siehmang Upa (n)
